spot_id,pattern_id,classification,actionable,severity,evidence_text,structured_context,reason
1440,NV_transit_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1442,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1443,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1444,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1444,NV_road_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1444,NV_transit_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1445,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1446,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Recién remodelado con acabados modernos. Espacio listo para ocupar con acabados de primera.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1447,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1450,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1451,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1451,NV_all_services,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1452,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1453,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1457,S003,ambiguous,False,low,Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1457,NV_market_demand,not_verifiable,False,low,Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1458,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1459,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1461,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1461,NV_all_services,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1462,S002,semantic_cross_field_mismatch,False,low,Espacio versátil adaptable a diferentes giros. Ideal para oficinas corporativas o centro de distribución. Espacio listo para ocupar con acabados de primera.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
1463,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1463,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1464,NV_all_services,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1466,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Ideal para oficinas corporativas o centro de distribución.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1467,NV_transit_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1467,NV_all_services,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1468,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
1470,S003,ambiguous,False,low,Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1470,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
1471,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
1473,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1475,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
1478,NV_road_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1478,NV_market_demand,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1479,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera. Zona de alta plusvalía y demanda comercial.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1479,NV_market_demand,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1480,NV_market_demand,not_verifiable,False,low,Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1482,S003,ambiguous,False,low,Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1484,NV_near_shopping_centers,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1484,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1484,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1485,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1486,S003,ambiguous,False,low,Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1488,NV_near_shopping_centers,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
1488,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
1489,S003,ambiguous,False,low,Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1489,NV_road_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1489,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1490,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1491,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
1491,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
1492,NV_market_demand,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1495,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1495,NV_market_demand,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1497,NV_market_demand,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1498,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
1499,NV_transit_access,not_verifiable,False,low,Perfecto para negocio en crecimiento. Fácil acceso a transporte público y avenidas principales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1500,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1501,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1502,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Perfecto para negocio en crecimiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1505,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
1506,NV_road_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1507,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1507,NV_near_shopping_centers,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1508,NV_road_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1508,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1508,NV_all_services,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1509,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1511,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Espacio listo para ocupar con acabados de primera. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
1512,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1512,NV_near_shopping_centers,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1512,NV_transit_access,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1513,NV_market_demand,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
1514,NV_road_access,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1514,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1515,S001,semantic_cross_field_mismatch,True,medium,Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
1515,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1516,S003,ambiguous,False,low,Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1516,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
1517,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Perfecto para negocio en crecimiento. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
1518,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución. Espacio listo para ocupar con acabados de primera.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
1519,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1521,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1523,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Amplio espacio con buena iluminación natural. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1525,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1526,NV_road_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1528,NV_near_shopping_centers,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1528,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1530,S003,ambiguous,False,low,Amplio espacio con buena iluminación natural. Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1531,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
1532,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1532,NV_market_demand,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1532,NV_all_services,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1533,NV_transit_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1533,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1534,NV_market_demand,not_verifiable,False,low,Recién remodelado con acabados modernos. Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1535,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
1535,S003,ambiguous,False,low,Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1536,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1538,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1539,NV_near_shopping_centers,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1540,NV_transit_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1541,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
1542,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1543,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1544,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
1545,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1546,NV_road_access,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1547,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1548,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1548,NV_road_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1548,NV_transit_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1549,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1550,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
1551,NV_market_demand,not_verifiable,False,low,Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1551,NV_all_services,not_verifiable,False,low,Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1552,NV_transit_access,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1553,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Seguridad 24/7 y control de acceso. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1553,NV_all_services,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Seguridad 24/7 y control de acceso. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1555,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1556,S003,ambiguous,False,low,Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1557,NV_near_shopping_centers,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1557,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1558,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
1559,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1560,S003,ambiguous,False,low,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1560,NV_near_shopping_centers,not_verifiable,False,low,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
1561,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1562,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1563,NV_road_access,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
1565,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1566,NV_road_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1566,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1566,NV_market_demand,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1567,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1568,S001,semantic_cross_field_mismatch,True,medium,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales. Recién remodelado con acabados modernos.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
1568,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
1568,NV_transit_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
1569,NV_all_services,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1572,NV_road_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1572,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1573,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
1574,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales. Recién remodelado con acabados modernos.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
1574,NV_road_access,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
1576,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1577,NV_near_shopping_centers,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
1578,S002,semantic_cross_field_mismatch,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución. Fácil acceso a transporte público y avenidas principales.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
1578,NV_transit_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1578,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
1579,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
1579,NV_all_services,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
1580,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
1582,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
1583,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
1584,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1584,NV_all_services,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
1585,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
1586,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
1586,NV_market_demand,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
